listing_id,date
138381,2018-08-17
138381,2018-08-18
138381,2018-08-19
138381,2018-08-22
138381,2018-08-27
138381,2018-09-03
138381,2018-09-06
138381,2018-09-23
138381,2018-10-09
138381,2019-06-27
138381,2019-07-07
138381,2019-07-09
138381,2019-07-12
138381,2019-07-14
138381,2019-07-17
138381,2019-07-29
138381,2019-08-03
138381,2019-08-04
138381,2019-08-07
138381,2019-08-11
138381,2019-08-16
138381,2019-08-19
138381,2019-08-21
138381,2019-08-23
138381,2019-08-24
138381,2019-09-01
138381,2019-09-02
138381,2019-09-06
138381,2019-09-12
138381,2019-09-23
138381,2019-12-15
138381,2021-07-31
138381,2021-08-01
138381,2021-08-03
138381,2021-08-08
138381,2021-08-11
138381,2021-08-15
138381,2021-08-21
138381,2021-08-22
138381,2021-09-05
138381,2021-09-06
138381,2021-10-23
138381,2022-02-08
138381,2022-04-30
138381,2022-05-08
138381,2022-06-05
138381,2022-06-12
138381,2022-06-14
138381,2022-06-26
138381,2022-06-30
138381,2022-07-03
138381,2022-07-05
138381,2022-07-09
138381,2022-07-11
138381,2022-07-15
138381,2022-07-17
138381,2022-08-06
138381,2022-08-12
138381,2022-09-05
198548,2011-10-03
198548,2011-10-11
198548,2011-12-11
198548,2012-08-14
198548,2012-08-18
198548,2012-08-28
198548,2012-12-27
198548,2012-12-30
198548,2014-06-14
198548,2014-08-06
198548,2014-08-14
198548,2014-08-23
198548,2014-08-28
198548,2014-09-21
198548,2014-10-04
198548,2014-11-22
198548,2015-01-06
198548,2015-02-17
198548,2015-03-06
198548,2015-06-01
198548,2015-07-29
198548,2015-09-30
198548,2015-11-15
198548,2015-12-26
198548,2016-04-01
198548,2016-05-28
198548,2016-06-26
198548,2016-08-05
198548,2016-08-16
198548,2016-08-30
198548,2016-11-07
198548,2016-12-23
198548,2016-12-31
198548,2017-03-04
198548,2018-06-16
198548,2018-06-25
198548,2018-07-10
198548,2018-08-10
198548,2018-08-20
198548,2018-08-27
198548,2019-01-01
198548,2019-03-01
198548,2019-03-30
198548,2019-09-11
198548,2019-11-12
198548,2020-01-01
198548,2020-04-18
198548,2020-10-16
198548,2020-12-21
198548,2021-03-23
198548,2021-05-02
198548,2022-02-01
198548,2022-03-08
214967,2012-08-20
214967,2012-08-29
214967,2012-09-03
214967,2012-09-10
214967,2012-10-09
214967,2013-02-19
214967,2013-05-18
214967,2013-08-17
214967,2013-10-17
214967,2013-10-27
214967,2014-02-01
214967,2014-02-12
214967,2014-02-17
214967,2014-02-22
214967,2014-07-28
214967,2014-07-31
214967,2014-08-02
214967,2014-08-16
214967,2014-08-22
214967,2014-08-28
214967,2014-09-15
214967,2014-09-23
214967,2014-10-05
214967,2014-10-09
214967,2015-02-16
214967,2015-05-20
214967,2015-06-14
214967,2015-06-25
214967,2015-07-17
214967,2015-07-30
214967,2015-08-03
214967,2015-08-11
214967,2015-08-14
214967,2015-08-17
214967,2015-08-19
214967,2015-08-21
214967,2015-08-25
214967,2015-08-31
214967,2015-09-04
214967,2015-09-09
214967,2015-09-12
214967,2015-09-21
214967,2015-09-24
214967,2015-09-26
214967,2015-10-02
214967,2015-10-06
214967,2015-10-20
214967,2015-12-01
214967,2016-01-06
214967,2016-02-15
214967,2016-05-08
214967,2016-05-19
214967,2016-05-29
214967,2016-06-04
214967,2016-06-12
214967,2016-06-16
214967,2016-06-22
214967,2016-06-30
214967,2016-07-05
214967,2016-07-19
214967,2016-07-23
214967,2016-07-28
214967,2016-07-31
214967,2016-08-05
214967,2016-08-09
214967,2016-08-10
214967,2016-08-12
214967,2016-08-14
214967,2016-08-18
214967,2016-08-22
214967,2016-08-30
214967,2016-09-04
214967,2016-09-10
214967,2016-09-14
214967,2016-09-15
214967,2016-09-20
214967,2016-09-23
214967,2016-09-26
214967,2016-10-01
214967,2016-10-09
214967,2016-10-12
214967,2016-10-15
214967,2016-12-30
214967,2017-02-12
214967,2017-04-16
214967,2017-05-02
214967,2017-05-21
214967,2017-05-23
214967,2017-05-30
214967,2017-06-03
214967,2017-06-15
214967,2017-06-26
214967,2017-07-12
214967,2017-07-17
214967,2017-07-22
214967,2017-08-01
214967,2017-08-04
214967,2017-08-10
214967,2017-08-14
214967,2017-08-20
214967,2017-08-31
214967,2017-09-07
214967,2017-09-15
214967,2017-09-21
214967,2017-10-12
214967,2017-10-30
214967,2017-12-29
214967,2018-01-01
214967,2018-01-03
214967,2018-03-10
214967,2018-05-22
214967,2018-06-20
214967,2018-06-26
214967,2018-07-07
214967,2018-07-11
214967,2018-07-16
214967,2018-07-24
214967,2018-07-30
214967,2018-08-05
214967,2018-08-15
214967,2018-08-20
214967,2018-08-30
214967,2018-09-04
214967,2018-09-18
214967,2018-09-24
214967,2018-09-27
214967,2018-10-01
214967,2018-10-08
214967,2018-10-13
214967,2018-10-15
214967,2018-12-27
214967,2018-12-31
214967,2019-02-18
214967,2019-05-07
214967,2019-05-24
214967,2019-05-27
214967,2019-06-02
214967,2019-06-08
214967,2019-06-16
214967,2019-07-01
214967,2019-07-07
214967,2019-07-10
214967,2019-07-15
214967,2019-07-19
214967,2019-07-22
214967,2019-07-29
214967,2019-08-11
214967,2019-08-19
214967,2019-08-22
214967,2019-09-03
214967,2019-09-09
214967,2019-09-14
214967,2019-09-25
214967,2019-09-29
214967,2019-10-04
214967,2019-10-09
214967,2019-10-14
214967,2019-12-22
214967,2020-01-02
214967,2020-02-16
214967,2020-08-26
214967,2020-09-08
214967,2021-06-27
214967,2021-07-04
214967,2021-07-25
214967,2021-08-12
214967,2021-08-16
214967,2021-08-27
214967,2021-09-05
214967,2021-09-26
214967,2021-10-05
214967,2021-10-16
214967,2022-01-02
214967,2022-02-14
214967,2022-03-04
214967,2022-07-09
214967,2022-08-08
214967,2022-08-13
214967,2022-08-18
214967,2022-08-24
214967,2022-09-03
268812,2011-11-30
268812,2011-12-28
268812,2011-12-31
268812,2012-01-10
268812,2012-01-30
268812,2012-02-10
268812,2012-02-14
268812,2012-02-23
268812,2012-03-26
268812,2012-04-02
268812,2012-05-04
268812,2012-05-20
268812,2012-05-28
268812,2012-06-10
268812,2012-06-27
268812,2012-07-06
268812,2012-08-07
268812,2012-08-20
268812,2012-08-26
268812,2012-08-30
268812,2012-09-18
268812,2012-09-30
268812,2012-11-01
268812,2012-11-05
268812,2012-11-19
268812,2012-11-25
268812,2013-02-05
268812,2013-02-09
268812,2013-02-11
268812,2013-04-06
268812,2013-04-30
268812,2013-05-26
268812,2013-06-02
268812,2013-06-10
268812,2013-07-08
268812,2013-07-21
268812,2013-08-06
268812,2013-08-22
268812,2013-10-15
268812,2014-06-25
268812,2014-07-01
268812,2014-07-06
268812,2014-07-09
268812,2014-07-19
268812,2014-07-22
268812,2014-07-30
268812,2014-08-22
268812,2014-09-17
268812,2014-09-22
268812,2014-09-27
268812,2014-11-02
268812,2015-01-17
268812,2015-03-02
268812,2015-03-19
268812,2015-04-16
268812,2015-04-25
268812,2015-06-01
268812,2015-06-07
268812,2015-07-07
268812,2015-07-12
268812,2015-08-04
268812,2015-08-08
268812,2015-08-11
268812,2015-09-05
268812,2015-09-16
268812,2015-09-26
268812,2015-10-07
268812,2017-09-13
268812,2017-10-31
268812,2017-12-02
268812,2018-02-24
268812,2018-04-30
5536939,2015-08-14
5536939,2015-08-18
5536939,2015-10-13
5536939,2015-10-21
5536939,2015-12-31
5536939,2016-12-20
5536939,2017-03-17
5536939,2017-07-16
5536939,2017-07-30
5536939,2018-01-04
5536939,2018-07-16
5536939,2018-09-03
5536939,2019-05-31
5536939,2019-07-26
5536939,2019-08-31
5536939,2019-09-07
5536939,2020-01-03
5536939,2020-08-15
5536939,2021-01-31
5536939,2021-06-30
5536939,2021-07-23
5536939,2022-06-23
5564215,2015-03-22
5564215,2015-03-24
5564215,2015-03-29
5564215,2015-04-04
5564215,2015-04-06
5564215,2015-04-12
5564215,2015-04-14
5564215,2015-04-18
5564215,2015-04-21
5564215,2015-04-26
5564215,2015-04-28
5564215,2015-05-03
5564215,2015-05-06
5564215,2015-05-18
5564215,2015-05-24
5564215,2015-05-26
5564215,2015-05-30
5564215,2015-06-02
5564215,2015-06-14
5564215,2015-06-18
5564215,2015-06-25
5564215,2015-06-30
5564215,2015-07-07
5564215,2015-07-09
5564215,2015-07-11
5564215,2015-07-15
5564215,2015-07-18
5564215,2015-07-19
5564215,2015-07-21
5564215,2015-07-25
5564215,2015-07-26
5564215,2015-07-29
5564215,2015-08-01
5564215,2015-08-11
5564215,2015-08-18
5564215,2015-08-21
5564215,2015-08-23
5564215,2015-08-24
5564215,2015-08-30
5564215,2015-09-10
5564215,2015-09-12
5564215,2015-09-14
5564215,2015-09-17
5564215,2015-09-21
5564215,2015-09-26
5564215,2015-10-04
5564215,2015-10-07
5564215,2015-10-11
5564215,2015-10-14
5564215,2015-10-18
5564215,2015-10-21
5564215,2015-11-01
5564215,2015-11-08
5564215,2015-11-16
5564215,2015-11-22
5564215,2015-11-29
5564215,2015-12-13
5564215,2016-02-04
5564215,2016-02-15
5564215,2016-02-21
5564215,2016-06-16
5564215,2016-06-30
5564215,2016-07-08
5564215,2016-07-15
5564215,2016-07-23
5564215,2016-12-30
5564215,2017-01-01
5564215,2017-01-04
5564215,2017-02-05
5564215,2017-02-12
5564215,2017-02-25
5564215,2017-03-04
5564215,2017-04-12
5564215,2017-04-17
5564215,2017-05-10
5564215,2017-05-14
5564215,2017-05-22
5564215,2017-05-27
5564215,2017-06-04
5564215,2017-06-09
5564215,2017-06-12
5564215,2017-06-23
5564215,2017-06-29
5564215,2017-07-07
5564215,2017-07-11
5564215,2017-07-13
5564215,2017-07-21
5564215,2017-07-23
5564215,2018-01-02
5564215,2018-01-06
5564215,2018-01-08
5564215,2018-01-29
5564215,2018-02-04
5564215,2018-02-09
5564215,2018-02-25
5564215,2018-03-05
5564215,2018-03-15
5564215,2018-03-17
5564215,2018-03-25
5564215,2018-03-28
5564215,2018-04-02
5564215,2018-04-08
5564215,2018-04-15
5564215,2018-05-07
5564215,2018-05-10
5564215,2018-05-25
5564215,2018-05-27
5564215,2018-06-16
5564215,2018-06-22
5564215,2018-06-24
5564215,2018-06-27
5564215,2018-07-02
5564215,2018-07-07
5564215,2018-07-14
5564215,2018-07-17
5564215,2018-07-26
5564215,2018-08-01
5564215,2018-08-03
5564215,2018-08-06
5564215,2018-08-11
5564215,2018-08-14
5564215,2018-08-20
5564215,2018-08-25
5564215,2018-08-27
5564215,2018-09-01
5564215,2018-09-04
5564215,2018-09-14
5564215,2018-09-27
5564215,2018-10-04
5564215,2018-10-08
5564215,2018-10-12
5564215,2018-10-14
5564215,2018-11-04
5564215,2018-11-12
5564215,2018-11-19
5564215,2018-11-24
5564215,2021-07-06
5564215,2021-07-11
5564215,2021-07-16
5564215,2021-07-19
5564215,2021-07-30
5564215,2021-08-03
5564215,2021-08-05
5564215,2021-08-09
5564215,2021-08-18
5564215,2022-08-04
5564215,2022-08-05
5564215,2022-08-17
5564215,2022-08-19
5564215,2022-08-24
5564215,2022-08-26
5564215,2022-08-27
5604407,2017-10-31
5604407,2019-09-21
5604407,2020-02-01
5604407,2021-05-16
5604407,2021-07-01
5604407,2021-09-25
6055191,2015-06-28
6055191,2015-07-05
6055191,2015-07-09
6055191,2015-07-19
6055191,2017-07-24
6055191,2017-08-24
6055191,2017-09-30
6055191,2017-11-01
6055191,2017-12-20
6055191,2018-07-15
6055191,2018-08-18
6055191,2018-10-22
6055191,2019-01-06
6055191,2019-02-22
6055191,2019-05-22
6055191,2019-05-31
6055191,2019-06-29
6055191,2019-08-11
6055191,2019-08-27
6055191,2019-09-23
6055191,2020-01-04
6055191,2020-02-09
6055191,2020-03-07
6055191,2022-05-16
6055191,2022-07-13
6055191,2022-08-18
6091563,2015-06-07
6091563,2015-06-13
6091563,2015-07-31
6091563,2015-08-07
6091563,2015-08-14
6091563,2015-08-25
6091563,2016-05-27
6091563,2016-06-13
6091563,2016-08-13
6100766,2016-07-15
6100766,2016-09-10
6100766,2016-11-01
6100766,2017-08-08
6100766,2018-11-18
6100766,2020-02-08
6100766,2021-08-02
6100766,2021-09-11
6100766,2021-11-13
6100766,2021-12-24
6100766,2022-04-03
6100766,2022-06-18
6100766,2022-08-18
6167471,2015-05-04
6167471,2015-05-10
6167471,2015-05-16
6167471,2015-05-19
6167471,2015-05-26
6167471,2015-06-01
6167471,2015-06-04
6167471,2015-06-07
6167471,2015-06-13
6167471,2015-06-19
6167471,2015-07-01
6167471,2015-07-04
6167471,2015-07-06
6167471,2015-07-11
6167471,2015-07-23
6167471,2015-07-24
6167471,2015-07-26
6167471,2015-08-10
6167471,2015-09-27
6167471,2015-10-02
6167471,2015-11-09
6167471,2016-03-30
6167471,2016-04-09
6167471,2016-04-24
6167471,2016-05-17
6167471,2016-07-04
6167471,2016-07-21
6167471,2017-04-30
6167471,2017-07-21
6167471,2017-12-25
6167471,2018-05-21
6167471,2018-06-17
6167471,2018-06-19
6167471,2019-06-15
6167471,2019-06-24
6167471,2019-06-30
6167471,2019-07-07
6167471,2019-07-12
6167471,2019-07-18
6167471,2019-07-19
6167471,2019-07-27
6167471,2019-07-29
6167471,2019-07-31
6167471,2019-08-06
6167471,2019-08-09
6167471,2019-08-12
6167471,2019-08-15
6167471,2019-08-23
6167471,2019-08-28
6167471,2019-08-30
6167471,2019-09-02
6167471,2019-09-09
6167471,2019-09-11
6167471,2019-09-12
6167471,2019-09-16
6167471,2019-09-20
6167471,2019-09-22
6167471,2019-09-23
6167471,2019-09-24
6167471,2019-09-27
6167471,2019-09-30
6167471,2019-10-04
6167471,2019-10-08
6167471,2019-10-11
6167471,2019-10-17
6167471,2019-10-19
6167471,2019-10-21
6167471,2019-10-24
6167471,2019-10-29
6167471,2019-10-31
6167471,2019-11-03
6167471,2019-11-09
6167471,2019-11-12
6167471,2019-11-17
6167471,2019-11-28
6167471,2019-12-08
6167471,2019-12-12
6167471,2019-12-15
6167471,2019-12-28
6167471,2020-01-01
6167471,2020-01-12
6167471,2020-01-18
6167471,2020-01-27
6167471,2020-02-05
6167471,2020-02-09
6167471,2020-02-11
6167471,2020-02-13
6167471,2020-02-15
6167471,2020-02-17
6167471,2020-02-23
6167471,2020-03-01
6167471,2020-03-05
6167471,2020-03-11
6167471,2020-03-15
6167471,2020-03-17
6167471,2020-03-20
6167471,2021-06-03
6167471,2021-06-05
6167471,2021-06-06
6167471,2021-06-11
6167471,2021-06-13
6167471,2021-06-14
6167471,2021-06-16
6167471,2021-06-19
6167471,2021-06-21
6167471,2021-06-22
6167471,2021-06-27
6167471,2021-07-09
6167471,2021-07-12
6167471,2021-07-13
6167471,2021-07-15
6167471,2021-07-18
6167471,2021-07-20
6167471,2021-07-23
6167471,2021-07-24
6167471,2021-07-28
6167471,2021-07-29
6167471,2021-08-02
6167471,2021-08-07
6167471,2021-08-09
6167471,2021-08-11
6167471,2021-08-12
6167471,2021-08-15
6167471,2021-08-16
6167471,2021-08-20
6167471,2021-08-22
6167471,2021-08-24
6167471,2021-08-29
6167471,2021-08-31
6167471,2021-09-01
6167471,2021-09-03
6167471,2021-09-04
6167471,2021-09-12
6167471,2021-09-14
6167471,2021-09-22
6167471,2021-09-26
6167471,2021-10-01
6167471,2021-10-03
6167471,2021-10-04
6167471,2021-10-08
6167471,2021-10-11
6167471,2021-10-15
6167471,2021-10-16
6167471,2021-10-20
6167471,2021-10-23
6167471,2021-10-28
6167471,2021-11-01
6167471,2021-11-05
6167471,2021-11-10
6167471,2021-11-14
6167471,2021-11-25
6167471,2021-11-27
6167471,2021-11-28
6167471,2021-11-30
6167471,2021-12-03
6167471,2021-12-06
6167471,2021-12-12
6167471,2021-12-18
6167471,2021-12-23
6167471,2021-12-31
6167471,2022-01-02
6167471,2022-01-05
6167471,2022-01-07
6167471,2022-01-19
6167471,2022-01-31
6167471,2022-02-04
6167471,2022-02-09
6167471,2022-02-19
6167471,2022-03-01
6167471,2022-03-03
6167471,2022-03-14
6167471,2022-03-17
6167471,2022-03-23
6167471,2022-03-28
6167471,2022-03-31
6167471,2022-04-01
6167471,2022-04-08
6167471,2022-04-19
6167471,2022-04-24
6167471,2022-04-28
6167471,2022-05-04
6167471,2022-05-06
6167471,2022-05-13
6167471,2022-05-14
6167471,2022-05-17
6167471,2022-05-18
6167471,2022-05-21
6167471,2022-05-25
6167471,2022-05-26
6167471,2022-05-29
6167471,2022-06-03
6167471,2022-06-08
6167471,2022-06-10
6167471,2022-06-11
6167471,2022-06-15
6167471,2022-06-18
6167471,2022-06-20
6167471,2022-06-22
6167471,2022-06-25
6167471,2022-06-26
6167471,2022-06-30
6167471,2022-07-01
6167471,2022-07-04
6167471,2022-07-07
6167471,2022-07-09
6167471,2022-07-17
6167471,2022-07-18
6167471,2022-07-21
6167471,2022-07-23
6167471,2022-07-27
6167471,2022-08-06
6167471,2022-08-09
6167471,2022-08-16
6167471,2022-08-17
6167471,2022-08-27
6232233,2015-10-29
268812,2018-05-11
268812,2018-06-30
268812,2018-09-22
268812,2018-10-22
268812,2019-02-07
330502,2012-03-05
330502,2012-03-20
330502,2012-03-27
330502,2012-04-03
330502,2012-05-18
330502,2012-05-28
330502,2012-07-10
330502,2012-08-25
330502,2012-09-01
330502,2012-09-18
330502,2013-09-28
330502,2015-06-10
330502,2015-06-22
330502,2015-06-29
330502,2015-07-06
330502,2015-07-09
330502,2015-07-16
330502,2015-07-19
330502,2015-08-03
330502,2015-08-17
330502,2015-08-22
330502,2015-08-29
330502,2015-09-15
330502,2015-10-04
330502,2015-10-12
330502,2016-02-16
330502,2016-06-11
330502,2016-06-20
330502,2016-07-18
330502,2016-07-27
330502,2016-08-12
330502,2016-08-23
330502,2016-09-18
348647,2012-03-06
348647,2012-06-19
348647,2012-07-21
348647,2012-07-23
348647,2012-07-27
348647,2012-09-06
348647,2013-03-03
348647,2013-07-09
348647,2013-08-01
348647,2013-08-13
348647,2013-08-17
348647,2013-08-19
348647,2013-08-23
348647,2013-09-05
348647,2013-09-20
348647,2013-10-11
348647,2013-10-16
348647,2014-05-14
348647,2014-05-28
348647,2014-06-06
348647,2014-06-10
348647,2014-06-16
348647,2014-06-23
348647,2014-06-24
348647,2014-07-02
348647,2014-07-08
348647,2014-07-13
348647,2014-07-14
348647,2014-07-20
348647,2014-07-24
348647,2014-08-02
348647,2014-08-04
348647,2014-08-06
348647,2014-08-08
348647,2014-08-14
348647,2014-08-19
348647,2014-08-22
348647,2014-08-24
348647,2014-08-28
348647,2014-08-31
348647,2014-09-15
348647,2014-09-29
348647,2014-10-02
348647,2014-10-05
348647,2014-10-09
348647,2014-10-13
348647,2014-10-17
348647,2014-10-27
348647,2014-12-21
348647,2015-01-06
348647,2015-02-16
348647,2015-04-06
348647,2015-06-07
348647,2015-07-07
348647,2015-07-09
348647,2015-07-13
348647,2015-07-22
348647,2015-07-30
348647,2015-08-03
348647,2015-08-09
348647,2015-08-11
348647,2015-08-15
348647,2015-08-17
348647,2015-08-19
348647,2015-08-21
348647,2015-08-31
348647,2015-09-13
348647,2015-12-24
348647,2016-01-01
348647,2016-02-14
348647,2016-04-04
348647,2016-05-07
348647,2016-05-24
348647,2016-05-31
348647,2016-07-06
348647,2016-07-09
348647,2016-07-12
348647,2016-07-15
348647,2016-07-17
348647,2016-07-21
348647,2016-07-24
348647,2016-07-26
348647,2016-07-30
348647,2016-08-02
348647,2016-08-06
348647,2016-08-08
348647,2016-08-15
348647,2016-08-21
348647,2016-08-26
348647,2016-09-02
348647,2016-10-26
348647,2017-05-29
348647,2017-06-05
348647,2017-07-09
348647,2017-07-17
348647,2017-07-22
348647,2017-07-25
348647,2017-07-28
348647,2017-07-30
348647,2017-08-03
348647,2017-08-09
348647,2017-08-11
348647,2017-08-13
348647,2017-08-16
348647,2017-08-19
348647,2017-08-21
348647,2017-08-23
348647,2017-08-26
348647,2017-09-05
348647,2017-09-12
348647,2017-09-16
348647,2017-09-21
348647,2017-09-26
348647,2017-09-29
348647,2017-10-09
348647,2017-10-23
348647,2017-12-26
348647,2018-01-02
348647,2018-05-27
348647,2018-06-04
348647,2018-06-19
348647,2018-06-24
348647,2018-07-07
348647,2018-07-23
348647,2018-08-10
348647,2018-08-13
348647,2018-08-20
348647,2018-08-26
348647,2018-09-03
348647,2018-09-08
348647,2018-09-18
348647,2018-09-21
348647,2018-09-30
348647,2018-10-03
348647,2018-10-08
348647,2018-10-12
348647,2018-10-14
348647,2018-11-25
348647,2019-06-26
348647,2019-07-05
348647,2019-07-11
348647,2019-07-15
348647,2019-07-27
348647,2019-07-29
348647,2019-08-01
348647,2019-08-05
348647,2019-08-08
348647,2019-08-17
348647,2019-08-19
348647,2019-08-26
348647,2019-08-28
348647,2019-09-02
348647,2019-09-14
348647,2019-09-19
348647,2019-10-09
348647,2019-10-13
348647,2019-10-20
348647,2019-12-27
348647,2020-01-05
348647,2022-07-24
348647,2022-07-30
348647,2022-08-05
348647,2022-08-07
348647,2022-08-14
348647,2022-08-18
348647,2022-08-21
348647,2022-08-24
361573,2012-06-11
361573,2012-07-16
361573,2012-07-25
361573,2012-08-20
361573,2012-08-23
361573,2012-08-26
361573,2012-09-11
361573,2013-07-16
361573,2013-07-18
361573,2013-07-22
361573,2013-07-31
361573,2013-08-09
361573,2013-09-23
361573,2013-10-05
361573,2014-06-09
361573,2014-07-23
361573,2014-08-30
361573,2014-09-01
361573,2015-02-16
361573,2015-04-08
361573,2015-05-31
361573,2015-06-26
361573,2015-07-04
361573,2015-08-07
361573,2015-08-09
361573,2015-09-05
361573,2015-09-07
361573,2015-12-01
361573,2016-01-03
361573,2016-05-30
361573,2016-06-12
361573,2016-07-02
361573,2016-07-13
361573,2016-07-30
361573,2016-08-12
361573,2016-08-13
361573,2016-08-15
361573,2016-08-17
361573,2016-11-06
361573,2017-01-03
361573,2017-05-29
361573,2017-06-02
361573,2017-07-10
361573,2017-07-23
361573,2017-08-08
361573,2017-08-13
361573,2017-08-16
361573,2017-08-25
361573,2017-09-03
361573,2017-10-06
361573,2017-10-08
361573,2017-10-09
361573,2017-10-11
361573,2018-10-04
361573,2018-10-12
361573,2019-07-12
361573,2019-07-18
361573,2019-08-05
361573,2019-08-11
361573,2019-08-13
361573,2019-08-15
361573,2019-08-18
361573,2019-08-25
361573,2019-08-28
361573,2019-09-02
361573,2019-09-14
361573,2019-09-23
361573,2019-10-01
361573,2019-10-14
361573,2020-01-01
502417,2012-07-23
502417,2012-08-19
502417,2012-08-21
502417,2012-08-27
502417,2012-09-26
502417,2012-10-18
502417,2013-01-02
502417,2013-02-18
502417,2013-06-22
502417,2013-06-25
502417,2013-06-27
502417,2013-07-08
6232233,2016-09-08
6232233,2017-05-30
6232233,2017-08-03
6232233,2017-08-16
6232233,2017-08-22
6232233,2017-08-28
6232233,2017-09-01
6232233,2018-01-01
6232233,2018-06-14
6232233,2019-01-03
6232233,2019-04-05
6232233,2019-05-07
6232233,2019-05-20
6232233,2019-06-30
6232233,2019-07-03
6232233,2019-07-09
6232233,2019-08-07
6232233,2019-08-10
6232233,2019-08-20
6232233,2019-12-05
6232233,2022-07-01
6383836,2015-06-10
6383836,2015-06-15
6383836,2015-06-22
6383836,2015-06-27
6383836,2015-07-01
6383836,2015-07-07
6383836,2015-07-11
6383836,2015-07-15
6383836,2015-07-21
6383836,2015-07-24
6383836,2015-07-31
6383836,2015-08-05
6383836,2015-08-11
6383836,2015-08-14
6383836,2015-08-20
6383836,2015-08-28
6383836,2015-08-31
6383836,2015-09-03
6383836,2015-09-11
6383836,2015-09-14
6383836,2015-09-22
6383836,2015-09-29
6383836,2015-10-02
6383836,2015-12-04
6383836,2015-12-30
6383836,2016-01-03
6383836,2016-02-14
6383836,2016-03-18
6383836,2016-03-26
6383836,2016-03-31
6383836,2016-05-16
6383836,2016-05-23
6383836,2016-05-30
6383836,2016-06-14
6383836,2016-06-25
6383836,2016-06-27
6383836,2016-07-02
6383836,2016-07-05
6383836,2016-07-13
6383836,2016-07-16
6383836,2016-07-20
6383836,2016-07-22
6383836,2016-07-26
6383836,2016-07-30
6383836,2016-08-01
6383836,2016-08-07
6383836,2016-08-12
6383836,2016-08-16
6383836,2016-08-27
6383836,2016-08-31
6383836,2016-09-04
6383836,2016-09-23
6383836,2016-10-03
6383836,2016-10-11
6383836,2017-05-30
6383836,2017-06-27
6383836,2017-07-03
6383836,2017-07-08
6383836,2017-07-10
6383836,2017-07-13
6383836,2017-07-20
6383836,2017-07-24
6383836,2017-07-28
6383836,2017-07-30
6383836,2017-08-03
6383836,2017-08-09
6383836,2017-08-20
6383836,2017-08-29
6383836,2017-09-19
6383836,2017-10-09
6383836,2017-12-26
6383836,2018-02-04
6383836,2018-02-11
6383836,2018-05-21
6383836,2018-07-01
6383836,2018-07-07
6383836,2018-07-15
6383836,2018-07-29
6383836,2018-07-31
6383836,2018-08-06
6383836,2018-08-09
6383836,2018-08-14
6383836,2018-08-20
6383836,2018-09-04
6383836,2018-09-29
6383836,2018-12-28
6383836,2019-01-02
6383836,2019-03-05
6383836,2019-05-06
6383836,2019-06-24
6383836,2019-07-01
6383836,2019-07-15
6383836,2019-07-21
6383836,2019-07-28
6383836,2019-08-02
6383836,2019-08-10
6383836,2019-08-12
6383836,2019-08-16
6383836,2019-08-20
6383836,2019-08-23
6383836,2019-08-25
6383836,2019-08-30
6383836,2019-10-14
6383836,2019-12-30
6383836,2020-01-02
6383836,2020-02-18
6383836,2020-07-26
6383836,2020-08-03
