id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
11785973,Great double bedroom in Grand Canal,62251775,Jerome,,Dublin City,53.34336,-6.23632,Private room,55,2,6,2016-04-12,0.08,1,0,0,
11810445,Charming Apartment on the Liffey,46005834,Declan,,Dublin City,53.34918,-6.24374,Entire home/apt,127,2,4,2016-08-01,0.05,2,0,0,
11366798,Duplex Apartment near City Centre,11083949,Neil,,Dublin City,53.34304,-6.30091,Entire home/apt,119,3,4,2016-07-18,0.05,1,0,0,
11810725,Fantastic views across the Liffey,62904979,Clemency,,Dublin City,53.34905,-6.2986,Entire home/apt,105,30,4,2019-11-14,0.06,1,0,0,
11369169,Modern home in central Ranelagh,59581527,Ronan,,Dublin City,53.32486,-6.25286,Entire home/apt,150,2,13,2018-05-17,0.17,2,0,0,
11814532,Modern City Apartment,42299467,Rebecca,,Dublin City,53.33664,-6.22072,Private room,70,1,0,,,1,0,0,
11372604,"Modern, spacious city centre 2 bed",59608026,Conor,,Dublin City,53.3454,-6.24944,Entire home/apt,300,2,0,,,1,0,0,
11822012,Central 2bed apartment with fast reliable WIFI & T,31284582,Paul,,Dublin City,53.34812,-6.26464,Entire home/apt,218,14,247,2022-08-01,3.14,55,158,6,
11373749,Spacious home in great location.,28985174,Aoife,,Dublin City,53.37465,-6.25404,Entire home/apt,140,4,3,2018-08-20,0.05,1,0,0,
11392404,Cosy 3 bed Home - 20 Minutes to City/Beach/Airport,59766997,Jacinta & David,,Dublin City,53.37638,-6.22337,Entire home/apt,150,7,4,2019-03-18,0.05,3,0,0,
11822994,Architect designed modern house,33920403,David & Vanessa,,Dn Laoghaire-Rathdown,53.28645,-6.16998,Entire home/apt,250,10,8,2022-03-20,0.11,1,32,2,
11412823,New Modern Cosy 40sqm(430sqft) Detached Flat,59920509,Clark,,Dublin City,53.37494,-6.17423,Entire home/apt,88,21,197,2022-03-12,2.49,5,59,2,
11823871,"Extra large double, spacious and comfortable",44160191,Mark,,South Dublin,53.28128,-6.46497,Private room,74,30,25,2021-01-17,0.32,3,339,0,
11417283,Spacious Comfy Home near the sea front in Clontarf,59766997,Jacinta & David,,Dublin City,53.36705,-6.21631,Entire home/apt,200,15,71,2022-08-22,0.90,3,0,1,
11418545,TEMPLE BAR-CITY CENTRE,59959560,Cedric,,Dublin City,53.34817,-6.26126,Entire home/apt,430,4,0,,,1,0,0,
11425524,"Gated 2 bed, parking & WiFi. Top Rated on Airbnb.",23658985,Philip & Fíona,,Dublin City,53.32277,-6.23029,Entire home/apt,165,30,109,2022-08-21,1.40,2,186,6,
11826262,"ON-SUITE DOUBLE ROOM, 5 MIN. TO O'CONNELL ST.",46802929,Sergio,,Dublin City,53.35653,-6.26193,Private room,200,3,6,2019-02-05,0.08,2,0,0,
11428580,Apartment in charming seaside area,9609243,Svetlana,,Dn Laoghaire-Rathdown,53.28676,-6.12986,Entire home/apt,152,2,51,2022-08-31,0.66,1,62,19,
11833547,2 Bedrooms With Balcony Beside Temple Bar,16362046,John,,Dublin City,53.34705,-6.25567,Entire home/apt,114,300,198,2019-07-09,2.51,1,88,0,
11840083,2 double beds + more...a walk to city centre!,43529077,Simon,,Dublin City,53.35405,-6.23008,Entire home/apt,279,1,127,2022-09-11,1.61,1,170,7,
11840668,"Charming City Centre House, by Luas",61418339,Abie & Adrianna,,Dublin City,53.3497,-6.27552,Private room,95,2,7,2018-10-21,0.09,2,0,0,
11436734,Private room & bathroom in Ranelagh,59581527,Ronan,,Dublin City,53.32676,-6.25384,Private room,99,2,0,,,2,0,0,
11439644,Cosy gaff (house) in Dublin 8!,28736039,Daragh,,Dublin City,53.33655,-6.33108,Entire home/apt,80,4,10,2018-11-14,0.13,1,0,0,
11448467,Georgian Apartment. City Center,41902728,Everina,,Dublin City,53.33508,-6.26679,Entire home/apt,220,3,236,2022-08-24,2.99,2,31,20,
11843568,3 bed house close to city centre,17562708,Claire,,Dublin City,53.31688,-6.31648,Entire home/apt,150,4,7,2017-06-12,0.09,1,0,0,
11960414,Double Room in Arty Family Home,63878829,Doireann,,Dublin City,53.36286,-6.30779,Private room,17,1,1,2016-04-08,0.01,1,0,0,
11848597,City centre apartment with an amazing view,2662844,Mick,,Dublin City,53.34427,-6.26955,Entire home/apt,115,13,81,2022-08-14,1.03,1,28,26,
11859424,Double bed in the center of dublin,63211372,Charles,,Dublin City,53.34609,-6.26753,Private room,40,1,5,2016-05-27,0.06,1,0,0,
11969518,Penthouse Pad,34847230,Maura,,Fingal,53.40105,-6.2576,Private room,90,3,45,2022-08-29,0.57,1,53,19,
11973034,"Double room in Ranelagh, Dublin 6",52539309,Louise,,Dublin City,53.32673,-6.26006,Private room,50,1,1,2016-04-05,0.01,1,0,0,
11862066,A Modern Apartment  in Ballsbribge .,63228588,Isa,,Dublin City,53.33892,-6.23881,Entire home/apt,170,2,439,2022-09-05,5.64,1,262,67,
11977138,Luxury Family Home Near Beach & City Centre.,53269155,Catriona & Jim,,Dublin City,53.32669,-6.21599,Entire home/apt,507,4,90,2022-08-21,1.20,1,45,22,
11877623,Lovely Apartment near O'Connell St,3284876,Mathieu,,Dublin City,53.35174,-6.25858,Entire home/apt,100,4,1,2016-07-17,0.01,1,0,0,
11983399,"Magnificent Modern House, Sandymount, City Centre",64045593,Dalippe,,Dublin City,53.33513,-6.22148,Entire home/apt,550,3,1,2016-10-31,0.01,1,0,0,
11889903,"Modern, City Centre 3 bedroom Apartment",17276843,Ellen,,Dublin City,53.34835,-6.27858,Entire home/apt,373,14,108,2022-07-16,1.81,1,344,6,
11898139,2-3 bed semi-d in quiet area close to city centre,63461780,Justine,,Dn Laoghaire-Rathdown,53.29638,-6.25834,Entire home/apt,85,6,0,,,1,0,0,
11988114,Nice city-centre apartment,25313171,Monika & Robert,,Dublin City,53.35214,-6.27552,Entire home/apt,120,14,117,2018-08-24,1.49,1,0,0,
11903625,Family Friendly home by the sea.,63496049,Sean,,Fingal,53.56977,-6.10513,Entire home/apt,80,1,0,,,1,0,0,
11922629,Fantastic room in Grand Canal Dock,28349090,Philippe,,Dublin City,53.34415,-6.23746,Private room,79,5,0,,,1,0,0,
11989170,"Victorian 2 Bedroom City centre, near Trinity",13513639,Ian,,Dublin City,53.34401,-6.24504,Entire home/apt,282,3,28,2019-07-07,0.37,1,0,0,
11926900,Gorgeous & Comfortable 1 Bed Apt,27441296,Lina,,Dublin City,53.34001,-6.23689,Entire home/apt,90,1,0,,,1,0,0,
11994815,Large room in family home,4125449,Claudia,,Dublin City,53.31258,-6.20071,Private room,70,31,6,2022-08-31,0.08,2,164,1,
11997820,Modern apartment in Dublin,21559941,Jean-Philippe,,Dublin City,53.34515,-6.23455,Private room,70,2,2,2016-06-27,0.03,1,0,0,
12001151,3 bedroom family home in Mount Merrion,31403789,Declan,,Dn Laoghaire-Rathdown,53.30007,-6.2085,Entire home/apt,170,5,1,2018-08-06,0.02,1,0,0,
11932118,"Luxurious, large house, architecturally renowned",1964497,Kieran,,Dublin City,53.31757,-6.28578,Entire home/apt,500,5,29,2022-08-27,0.40,1,73,4,
12001805,Bedroom & bathroom luxurious apt.,27610202,Agustín,,Dublin City,53.34922,-6.23704,Private room,63,1,1,2019-04-03,0.02,2,0,0,
12006853,Oasis beside the sea,64214701,Linda,,Dn Laoghaire-Rathdown,53.24447,-6.12201,Private room,102,1,10,2022-09-04,5.45,1,328,10,
11937394,3 Bed (10 Min From Trinity College),63727370,Imelda,,Dublin City,53.3352,-6.2742,Entire home/apt,150,2,19,2017-08-29,0.25,1,0,0,
12018433,Modern En-suite Room with Garden,56033501,Alexander,,Dn Laoghaire-Rathdown,53.27872,-6.1744,Private room,50,3,47,2019-07-15,0.60,1,0,0,
11938262,Cosy flat in the city centre!,63732803,Paul,,Dublin City,53.35573,-6.26929,Entire home/apt,109,2,34,2018-01-01,0.46,1,0,0,
11945613,3-Bed House In Dublin's Tech Hub,9867727,Beth,,Dublin City,53.34124,-6.23304,Entire home/apt,250,5,0,,,1,0,0,
12022727,Cosy 1 Bed in leafy Donnybrook,41125098,Ide,,Dublin City,53.32706,-6.24521,Entire home/apt,92,2,2,2016-05-23,0.03,1,0,0,
11953009,Spacious 3 bed home. Sleeps 6,63837399,Michelle,,Fingal,53.43318,-6.37678,Private room,150,2,0,,,1,0,0,
12046928,Central based apartment for 2,63942287,Maximilian,,Dublin City,53.33203,-6.26179,Private room,60,2,5,2016-12-25,0.06,1,0,0,
12054202,Cosy Apartment Close to City Centre,19723277,Laura,,Dublin City,53.35793,-6.28853,Entire home/apt,110,2,16,2017-05-31,0.21,1,0,0,
11956632,"Myra Manor, Malahide, Co Dublin",58177282,Terry,,Fingal,53.4326,-6.1758,Entire home/apt,850,2,82,2022-08-08,1.10,2,297,20,
12086431,Beautiful family home D6Wnear city!,64779901,Robbie,,Dublin City,53.31704,-6.28789,Entire home/apt,150,3,0,,,1,0,0,
12100190,"Lovely, Family - Friend Double Room",8730200,Daniela,,Dublin City,53.31702,-6.24416,Private room,37,1,45,2019-03-17,0.58,1,0,0,
12751334,Private room in City Center,69356983,Emmanuel,,Dublin City,53.34667,-6.26864,Private room,40,2,60,2017-09-17,0.78,2,0,0,
12103804,Stylish two-bed with balcony,4442383,Eamonn,,Dublin City,53.34814,-6.23239,Entire home/apt,110,28,94,2019-09-01,1.20,1,0,0,
12752158,UCD adjacent double bedroom,43712745,James,,Dn Laoghaire-Rathdown,53.30435,-6.23479,Private room,50,1,1,2016-05-16,0.01,1,0,0,
12105464,Rathgar Peaceful Bungalow (3.5K from City Centre),5646557,Mary,,Dublin City,53.31255,-6.27083,Entire home/apt,130,2,9,2016-09-26,0.12,1,0,0,
12753211,Delightful family home Sandymount/Ballsbridge,69362311,Ciara,,Dublin City,53.32949,-6.22061,Entire home/apt,150,7,1,2018-07-04,0.02,1,0,0,
12110038,Double Room 10 mins from Phoenix Park #PapalVisit,64944412,Sinéad,,Dublin City,53.3404,-6.3719,Private room,70,1,0,,,1,0,0,
12753495,Super Location,22564685,William,,Dublin City,53.33139,-6.22084,Entire home/apt,200,6,0,,,1,0,0,
12753648,2 Bedroom City Penthouse,50718873,James,,Dublin City,53.33688,-6.28596,Private room,80,1,1,2016-05-31,0.01,1,0,0,
12121040,Large room in the heart of City Centre,14328764,Michele,,Dublin City,53.34937,-6.27442,Private room,90,2,11,2017-08-27,0.14,1,0,0,
12124804,Double Bedroom w/ Private Bathroom in Portobello,23186623,Alejandro,,Dublin City,53.32894,-6.26614,Private room,75,2,65,2020-03-09,0.83,1,0,0,
12778275,Cosy contemporary single room .,2170527,Susan,,Dublin City,53.38367,-6.22007,Private room,56,2,55,2022-08-29,0.78,2,4,14,
12131331,"Large attic, 15min walk to the town",41944081,Akemi,,Dublin City,53.33021,-6.25291,Private room,76,1,20,2017-05-06,0.26,2,0,0,
12792719,Master bedroom with ensuite,28354899,Pim,,Dublin City,53.36353,-6.18605,Private room,80,4,0,,,1,0,0,
12142437,Fabulous modern city location,53826722,Graham,,Dublin City,53.32723,-6.26112,Entire home/apt,240,7,0,,,1,0,0,
12794406,Scandi 4 bed with dream kitchen,69676723,Derek,,Dn Laoghaire-Rathdown,53.27915357307456,-6.249648109208727,Entire home/apt,330,3,1,2022-08-11,0.91,1,0,1,
12142737,CENTRAL DUBLIN SMITHFIELD MARKET BEAUTIFUL  APT 6.,28534443,Joe,,Dublin City,53.34776,-6.27893,Entire home/apt,350,3,172,2022-09-09,2.42,5,104,62,
12805887,Spacious double in great location,25963264,Senan,,Dublin City,53.33063,-6.25359,Private room,80,60,8,2022-08-24,0.16,4,143,4,
12142926,SMITHFIELD DUBLIN CITY CENTRE EXTRA LARGE APT 29C.,28534443,Joe,,Dublin City,53.34776,-6.27893,Entire home/apt,350,3,211,2022-08-29,2.70,5,102,45,
12809833,Attractive location in scenic area,69835691,Claire,,Dn Laoghaire-Rathdown,53.26767,-6.11909,Entire home/apt,100,14,0,,,1,0,0,
12151406,Spacious designer fitted single,44160191,Mark,,South Dublin,53.28108,-6.46567,Private room,55,30,38,2020-09-22,0.49,3,15,0,
12811219,"Stylish Apartment, Great Location",36996019,Darrelle,,Dublin City,53.3252,-6.24524,Entire home/apt,115,3,11,2017-07-22,0.14,1,0,0,
12190222,Charming Home in Lovely Dublin Neighbourhood,17414610,Niall&Grace,,Dublin City,53.33899,-6.22203,Entire home/apt,218,2,124,2021-03-05,1.63,1,0,0,
12816494,"The Tannery, Cork Street",41314674,Nandini,,Dublin City,53.3373,-6.28552,Entire home/apt,160,2,6,2016-06-21,0.08,1,0,0,
12200071,Bright City Centre Pad,25496507,Patrick,,Dublin City,53.34884,-6.24517,Entire home/apt,97,2,9,2017-08-26,0.12,1,0,0,
12822768,Liffey view at Ormond Quay,69927964,Kieran,,Dublin City,53.34743,-6.26603,Entire home/apt,130,2,221,2020-03-05,3.92,2,1,0,
12822802,"City penthouse Apartment, private",69927964,Kieran,,Dublin City,53.34721,-6.26606,Entire home/apt,119,2,362,2020-03-14,4.70,2,0,0,
12202681,Apartment to yourself.,65607227,Orfhliath,,Dublin City,53.35695,-6.25422,Entire home/apt,90,4,16,2018-10-02,0.21,1,0,0,
12826515,Nice room in central Dublin!,69986445,Bryan,,Dublin City,53.31732,-6.28962,Private room,55,1,0,,,1,0,0,
12849119,Double room available,70188742,Anne,,Dn Laoghaire-Rathdown,53.27465,-6.10966,Private room,40,1,14,2017-09-24,0.18,1,0,0,
12203430,Spacious apartment in Dublin City,65617265,Damien,,Dublin City,53.30772,-6.28216,Private room,22,1,0,,,1,0,0,
12864489,Female only lovely room - Student friendly,70329094,Claire,,South Dublin,53.35527,-6.37967,Private room,50,10,14,2022-07-05,0.20,2,59,2,
12205880,Modern Home in Central Location,64007461,Philipp,,Dublin City,53.33638,-6.24659,Private room,59,2,25,2018-01-22,0.32,2,0,0,
12218744,"Modern Mews, Monkstown Co. Dublin",65725192,Tonya,,Dn Laoghaire-Rathdown,53.29366,-6.1649,Entire home/apt,124,2,5,2017-08-14,0.07,1,0,0,
12868145,2 Bed Apartment in Georgian Dublin,56054504,Mairead,,Dublin City,53.33643,-6.24786,Entire home/apt,400,4,30,2022-08-16,0.40,3,272,19,
12226191,Small Dble Bedroom Camden Street !,17708537,Coraline,,Dublin City,53.336,-6.26382,Private room,45,3,0,,,1,0,0,
12230769,Modern 4 bed 2 bath family home,4597526,Damien,,Dn Laoghaire-Rathdown,53.28712,-6.14725,Entire home/apt,189,5,10,2022-08-29,0.13,1,0,2,
12885399,Contemporary House in city centre,29751302,Barry,,Dublin City,53.32632,-6.25249,Entire home/apt,180,7,1,2018-07-31,0.02,1,0,0,
12885762,Friendly Irish Family House - West Dublin near M50,67039914,Maire Kelly,,South Dublin,53.32168,-6.39285,Private room,50,1,1,2016-05-31,0.01,1,0,0,
12245664,Riverside Tranquility in Dublin!,61549391,Peter,,Dublin City,53.34974,-6.34675,Entire home/apt,220,3,75,2022-08-21,0.97,1,193,3,
12887087,En suite single room,70532746,Kushal,,Dn Laoghaire-Rathdown,53.30346,-6.23479,Shared room,30,1,0,,,1,0,0,
12887227,Double room in 3 bedroom house,70533377,Bercan Padriag,,Dublin City,53.33495,-6.238,Private room,50,2,1,2017-11-15,0.02,1,0,0,
12260195,Modern Flat on the canal / Baggots,19039332,Jérôme,,Dublin City,53.33506,-6.24669,Entire home/apt,110,2,0,,,1,0,0,
12896253,Holiday near the sea in Bray,70625470,Mary,,Dn Laoghaire-Rathdown,53.20846,-6.12038,Private room,60,3,145,2021-10-25,1.89,1,73,5,
12277186,Double room with ensuite,66148697,Freda,,Dublin City,53.34139,-6.30343,Private room,25,1,2,2016-07-28,0.03,1,0,0,
12280770,"Family Home, Artane, Dublin 5 (near Dublin City)",18750768,Claire,,Dublin City,53.38257,-6.22248,Entire home/apt,150,2,14,2022-01-30,0.19,2,0,7,
12897537,Lovely Terraced House with Garden near TCD & UCD,5444281,Ronan And Silvia,,Dublin City,53.31224,-6.25951,Entire home/apt,120,7,11,2022-07-03,0.18,1,262,2,
12291396,This is a Wow House! Slick design & close to city.,66246299,Ailish,,Dn Laoghaire-Rathdown,53.28712,-6.25149,Entire home/apt,130,3,12,2019-08-23,0.19,1,0,0,
12904479,Stylish apt  The Marker Residences,5108083,Vlad,,Dublin City,53.34614,-6.23948,Entire home/apt,249,25,26,2019-08-26,0.34,1,0,0,
12305028,Waterloo 10 Stiles Court Dublin 3,4592908,Louise,,Dublin City,53.3661,-6.2079,Private room,69,1,280,2022-08-27,3.60,2,12,60,
12925152,Bohemian 1BR home in the city centre,69336323,Sarah,,Dublin City,53.3537,-6.26743,Entire home/apt,218,2,19,2020-03-09,0.49,1,0,0,
12316834,Entire city centre home adjacent to Croke Park,20979111,Grace,,Dublin City,53.36039,-6.25633,Entire home/apt,380,2,4,2022-09-10,1.85,1,0,4,
12929877,"Stunning, bright and cosy home",59619626,Martha And Chris,,Fingal,53.40821,-6.17194,Entire home/apt,85,3,106,2022-08-22,1.39,2,10,21,
12319039,1 Bed In Heart of Temple Bar,44471479,Marie,,Dublin City,53.34726,-6.26309,Entire home/apt,200,6,210,2022-07-31,2.69,5,49,18,
12930876,Big room own bathroom short bus ride to Croke Park,59619626,Martha And Chris,,Dublin City,53.40632,-6.1734,Private room,109,1,166,2020-03-18,2.15,2,0,0,
12335084,Georgeous 3 Bed period home,50716617,Ronan,,Dublin City,53.36799,-6.27042,Entire home/apt,200,5,2,2016-08-12,0.03,1,0,0,
12942076,Dublin 22 Ireland Entire Family Home,71087535,Kevin,,South Dublin,53.32462,-6.4107,Entire home/apt,106,7,1,2016-05-12,0.01,1,0,0,
12339299,Lovely Double Room with Bathroom.,66606008,Sebastián,,Dublin City,53.34351,-6.29802,Private room,150,2,53,2019-05-31,0.93,1,329,0,
12943297,2-Bedroom Apartment on Canal in Central Dublin,13917793,Joanna,,Dublin City,53.33068,-6.27279,Entire home/apt,150,5,14,2022-09-04,0.18,1,235,3,
12361199,Double room - city centre,66768671,Michael,,Dublin City,53.35144,-6.24753,Private room,25,7,1,2016-06-24,0.01,1,0,0,
12951324,Room (bouble bed) is available,71154998,Sevak,,Dublin City,53.35579,-6.26838,Private room,45,1,3,2016-08-14,0.04,1,0,0,
12965892,Stylish Home by the Sea Sutton,12989514,Lorraine,,Fingal,53.39054,-6.12925,Entire home/apt,170,3,0,,,1,0,0,
12367192,1 Bedroom Apartment in Donnybrook (Dublin 4),19272422,Bridget,,Dublin City,53.32657,-6.24565,Entire home/apt,69,2,2,2018-09-24,0.04,1,0,0,
12380462,"Two bed, one bath in Dublin 4",66912449,Eoin,,Dublin City,53.34111,-6.23213,Entire home/apt,110,4,11,2016-10-02,0.14,2,0,0,
12381910,Excellent corporate apartment,66925754,Katie,,Dublin City,53.3762,-6.26605,Entire home/apt,286,2,0,,,1,0,0,
12966754,Private double room in Love Lane,71318484,Sarah,,Dublin City,53.33745,-6.24245,Private room,45,1,3,2016-06-02,0.04,1,0,0,
12978613,Templebar-Best location in Dublin!,13116626,Caolán,,Dublin City,53.34137,-6.26393,Private room,149,1,362,2022-09-04,4.77,1,20,27,
12383270,Private room w/ en-suite bathroom,31446069,Nicolas,,Dublin City,53.34351,-6.23623,Private room,69,3,0,,,1,0,0,
12981422,"Private room, Sandymount",41891395,Charlotte,,Dublin City,53.33399,-6.21873,Private room,71,1,55,2019-10-05,0.72,1,0,0,
12981704,Family home in quiet neighbourhood,45141882,Suzanne,,Dn Laoghaire-Rathdown,53.28107,-6.21965,Entire home/apt,229,3,61,2022-08-22,0.81,2,79,10,
12386785,Room Dublin 4 - Grand Canal Dock,49952608,Laura,,Dublin City,53.3385,-6.23133,Private room,55,7,0,,,1,0,0,
12983775,★Ensuite Double BR City Centre★,12186491,Micky,,Dublin City,53.34829,-6.23997,Private room,399,2,0,,,1,0,0,
12395615,Stunning private Log Cabin Dublin 4,66421179,Joe,,Dublin City,53.33407,-6.21918,Entire home/apt,129,2,113,2022-09-01,1.45,2,42,55,
12400367,Quiet Apartment in the City Center,526772,Liam,,Dublin City,53.34646,-6.27898,Entire home/apt,189,14,422,2022-09-07,5.55,3,249,72,
12995940,Bright and spacious family home,31509251,Charlotte,,Dn Laoghaire-Rathdown,53.30196,-6.26353,Entire home/apt,190,5,0,,,1,0,0,
12996153,Double room in picturesque Glasthule village,17334259,Julie,,Dn Laoghaire-Rathdown,53.28657,-6.12245,Private room,43,2,9,2019-06-16,0.12,2,0,0,
12407479,Charming Double Room in the  City Center,716733,Natália,,Dublin City,53.32919,-6.26308,Private room,61,2,178,2020-03-08,2.82,3,0,0,
13026201,"Rathmines, Dublin",71950440,Vitalii,,Dublin City,53.31628,-6.27599,Entire home/apt,50,2,2,2016-05-18,0.03,1,0,0,
12414968,Room Canal dock - close city center,53018073,Bastien,,Dublin City,53.3375,-6.23601,Private room,20,1,0,,,1,0,0,
13027020,Luxury City Center apartment near Stephens Green,64957866,Annmarie,,Dublin City,53.34225,-6.264,Entire home/apt,350,15,147,2019-12-15,2.03,2,0,0,
12436876,Luxurious double ensuite bedroom,67284114,David,,Dublin City,53.30344,-6.29125,Private room,50,1,1,2016-06-19,0.01,1,0,0,
13029437,CHARMING DUBLIN CITY COTTAGE,71985479,Paul,,Dublin City,53.36032,-6.2634,Entire home/apt,112,2,137,2019-01-27,1.81,1,0,0,
12443911,Spacious  Apt in Heart of City Ctr,856312,Danielle,,Dublin City,53.33508,-6.26883,Entire home/apt,152,2,181,2022-09-06,2.36,2,7,7,
13043103,"Double bed, Ensuite, creative household.",25497134,Paul,,Dublin City,53.31916,-6.24376,Private room,60,9,0,,,1,0,0,
12451476,2 storey modern family home,18754463,Adrian,,Fingal,53.44987,-6.18266,Entire home/apt,130,5,6,2022-08-18,0.08,1,0,2,
13051489,House in the heart of Terenure Village,14835033,Conor,,Dublin City,53.31085,-6.2868,Private room,35,1,15,2016-09-20,0.20,1,0,0,
12459154,Private Studio Apt. in Family Home,9728629,Róisín,,Dn Laoghaire-Rathdown,53.28279,-6.15259,Entire home/apt,62,2,162,2022-09-07,2.09,1,106,36,
13056759,"Quiet, Luxurious & Stunning in the City Center",526772,Liam,,Dublin City,53.34664,-6.2785,Entire home/apt,378,14,416,2022-09-06,5.52,3,230,64,
12462228,Double room with private bathroom,67438562,Francesco,,Dublin City,53.34022,-6.27262,Private room,65,2,1,2016-05-22,0.01,1,0,0,
13057206,Private Double Room - 36 Drumcondra,64886976,Emma,,Dublin City,53.36913,-6.2544,Private room,35,3,0,,,1,0,0,
13062042,"Double Bedroom, 3 min. away from O'Connell Street.",72354309,Manuel,,Dublin City,53.35273,-6.26649,Private room,45,2,9,2017-09-17,0.12,1,0,0,
12486069,Single room in spacious apartment,67593639,Ian,,Dublin City,53.40509,-6.1723,Private room,30,1,1,2016-05-28,0.01,1,0,0,
13062789,Spacious private room - city centre,72358063,Miguel,,Dublin City,53.34866,-6.26853,Private room,120,1,6,2016-06-25,0.08,1,0,0,
12487441,Mountain Views in Village Centre,26867240,Ali,,Dn Laoghaire-Rathdown,53.25182,-6.21388,Private room,55,2,11,2019-09-30,0.17,3,0,0,
13070848,Dublin (Ballsbridge) One-Bedroom Apartment,16702496,Linda,,Dublin City,53.32907,-6.23778,Entire home/apt,129,15,193,2022-08-17,2.54,1,71,17,
12488276,Gorgeous Private Villa & Gardens by the Sea,38741504,Bernice,,Dn Laoghaire-Rathdown,53.28889,-6.1313,Entire home/apt,150,1,1,2017-03-19,0.01,1,0,0,
13071668,Male shared bedroom | Central location | Students,47704400,Monique,,Dublin City,53.35203,-6.28509,Shared room,22,7,0,,,1,0,0,
12491909,Private Bedroom Cannot Be More Central!,19238931,Alberto,,Dublin City,53.33991,-6.26529,Private room,43,1,83,2018-04-02,1.09,2,0,0,
13072039,Quiet Bedroom in the Silicon Docks,65350453,Shish,,Dublin City,53.3365,-6.23729,Private room,60,1,5,2016-08-22,0.07,1,0,0,
13073815,Victorian Terraced near City Centre,52807395,Helen,,Dublin City,53.36098,-6.25283,Private room,55,1,4,2018-08-12,0.05,1,0,0,
12507320,Modern Wellington Quay - Temple Bar 1 Bed Apt,234243,Johnny,,Dublin City,53.34631,-6.26738,Entire home/apt,373,2,78,2022-08-25,1.04,31,187,63,
13079299,Private Double Room in City Centre,72486299,Mariza,,Dublin City,53.35062,-6.2517,Private room,60,2,3,2017-03-19,0.04,2,0,0,
12516750,Homely central 1 bedroom apartment,11419917,Ciara,,Dublin City,53.33077,-6.26864,Entire home/apt,100,1,0,,,1,0,0,
13087320,Nightlife/restaurant district,72635396,Sean,,Dublin City,53.33863,-6.26749,Entire home/apt,124,1,55,2017-10-16,0.72,1,0,0,
13089327,Beautiful family home close 2 Clontarf/City Centre,72653243,Libby,,Dublin City,53.36485,-6.23078,Entire home/apt,210,5,7,2022-08-28,0.11,1,69,2,
12516988,Cozy Studio in a Great Location,20678217,Mirko,,Dublin City,53.32738,-6.26505,Entire home/apt,65,1,0,,,1,0,0,
13093955,Single/double/King sized/b'fast in Victorian house,44517733,Mary,,Dublin City,53.31784,-6.2814,Private room,95,2,82,2022-08-31,1.09,3,69,23,
12527344,Single in Georgian District,25963264,Senan,,Dublin City,53.33245,-6.25147,Private room,45,60,16,2022-05-21,0.22,4,213,4,
13098398,Comfortable artisan cottage in stoneybatter,72752423,Claire,,Dublin City,53.3523,-6.28355,Entire home/apt,200,2,0,,,1,0,0,
12539487,"Spacious, stylish family home",192423,Anna Taylor,,Dublin City,53.32958,-6.32802,Entire home/apt,175,3,27,2019-05-27,0.35,1,0,0,
12541660,Small Double Room En Suite,57877399,Mark,,Dublin City,53.34777,-6.29145,Private room,161,1,6,2022-07-16,0.13,4,0,4,
13114334,Light filled family home in Dalkey,56485677,Rosanna,,Dn Laoghaire-Rathdown,53.27655,-6.11014,Entire home/apt,120,3,1,2016-06-28,0.01,1,0,0,
12551534,Sunny Double Room Close to City,59291926,Sinead,,Dublin City,53.32872,-6.29284,Private room,45,2,3,2018-07-15,0.04,1,0,0,
12555070,"Twin Room , Shared Bathroom",57877399,Mark,,Dublin City,53.34902,-6.29,Private room,164,1,22,2022-08-12,0.34,4,0,14,
13121416,Glenview,73013034,Lynda,,Dn Laoghaire-Rathdown,53.2689,-6.14217,Entire home/apt,200,5,2,2017-08-20,0.03,1,0,0,
12567097,Bright double room/shower in Dublin City Center,68132721,Ryan,,Dublin City,53.35208680074748,-6.255830999696145,Private room,139,1,278,2022-07-03,3.67,1,3,35,
13132549,Modern apartment in city center,22078212,William,,Dublin City,53.3324,-6.25407,Entire home/apt,250,1,3,2016-09-11,0.04,1,0,0,
13133350,Quiet garden flat Dublin 4,73154098,Kate,,Dublin City,53.31426,-6.22267,Entire home/apt,90,2,9,2016-07-24,0.12,1,0,0,
12625067,Coastal family home with sea views,68546292,Ken,,Fingal,53.44536,-6.13561,Entire home/apt,115,3,2,2016-07-23,0.03,1,0,0,
13136263,Period home in D4 close to city centre (King bed),73186627,Ba,,Dublin City,53.32792,-6.22512,Private room,65,1,4,2016-07-04,0.05,1,0,0,
12636200,"Excellent, Ideal for travelers",68506839,Francisco And Marta,,Dublin City,53.34853,-6.28001,Private room,50,1,337,2022-03-04,4.37,2,0,14,
13145273,Beautiful Bright and Cosy Room in Great Location,32399964,Jannis,,Dublin City,53.33456,-6.24122,Private room,40,3,4,2016-10-19,0.05,2,0,0,
12641231,Delightful Modern apartment,4259961,Daragh,,Dublin City,53.33189,-6.22828,Entire home/apt,125,5,1,2016-07-31,0.01,1,0,0,
13146804,Bright & Cosy 2x Bedroom Apartment in Top Location,32399964,Jannis,,Dublin City,53.3347,-6.24249,Entire home/apt,90,5,1,2016-06-19,0.01,2,0,0,
