id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
38225761,*Spacious en-suite private room near Aviva & RDS*,14803494,Aoife,,Dublin City,53.33889,-6.23312,Private room,65,2,14,2020-03-16,0.39,1,0,0,
37551762,Lusk family home,43340074,Tati,,Fingal,53.52885,-6.16411,Private room,40,1,1,2019-09-18,0.03,1,0,0,
38226083,Country Life in Lusk,177667135,Sabrina,,Fingal,53.5284,-6.16146,Entire home/apt,286,3,0,,,1,0,0,
37557193,Killiney - Double or Triple room with ensuite,27402530,Emer,,Dn Laoghaire-Rathdown,53.273826599121094,-6.1223320960998535,Private room,90,2,68,2022-09-09,1.88,1,294,49,
38231106,★Great Location & Beautiful Room (City Centre )★,111336888,Kaya,,Dublin City,53.34698,-6.26426,Private room,78,1,25,2020-01-01,0.68,3,0,0,
37583585,Two bedroom house 15 minute drive from city center,177515485,Emma,,Dn Laoghaire-Rathdown,53.28819,-6.1823,Entire home/apt,42,1,5,2019-10-10,0.14,1,0,0,
38248625,Modern apartment with spacious double bedroom,130615773,Stan,,Dublin City,53.34413,-6.23885,Private room,130,2,0,,,1,0,0,
38249885,Luxury spacious ensuite room in tranquil location,75161929,Barbara,,Dn Laoghaire-Rathdown,53.30918,-6.23546,Private room,80,3,8,2022-06-24,0.22,2,29,2,
37586169,GuestReady Bright 2 Br Flat near Dublin Castle,264769384,GuestReady,,Dublin City,53.34911,-6.27231,Entire home/apt,260,2,41,2022-08-25,1.13,1,208,7,
38254392,Cosy modern home with everything at your footstep!,290713487,Siobhan,,South Dublin,53.31495,-6.3318,Private room,40,1,29,2020-03-18,0.79,1,0,0,
37622448,Quiet peaceful room located near the city center.,284237652,David,,Dublin City,53.37065,-6.24119,Private room,39,1,10,2020-01-03,0.27,2,0,0,
38259069,"A convenient, modern property  in Dublin 4.",68832714,Sylvia,,Dublin City,53.32149,-6.23567,Private room,500,2,22,2020-03-20,0.60,1,87,0,
38263048,Stunning Entire 2 BR Apt | Exclusive location!,30902115,Karim,,Dublin City,53.32425,-6.24454,Entire home/apt,150,5,4,2021-10-31,0.11,3,0,1,
37645919,Country House,284446104,Serhiy,,Fingal,53.52321,-6.31887,Private room,100,2,0,,,1,0,0,
38271868,2 Bedroom House in Saggart 25 min from airport,91414652,Lucia,,South Dublin,53.28089,-6.44679,Entire home/apt,210,1,21,2022-09-10,0.58,2,2,19,
37650683,Room in cosy apartment by Christchurch cathedral,284481692,Martin,,Dublin City,53.34221,-6.27308,Private room,80,1,8,2020-07-24,0.21,1,0,0,
37651902,Georgian style Twin room close to city centre,271540467,Pembroke Townhouse,,Dublin City,53.33363,-6.23927,Private room,400,1,29,2022-08-17,0.85,5,115,12,
38286821,Double Bedroom 20 Minutes to the City,151105528,Paul,,Dublin City,53.37957,-6.19532,Private room,96,2,101,2022-09-08,2.75,4,89,44,
38311860,"All Airbnb House, Cosy Double Room",78323559,Adrienne,,Dublin City,53.37957,-6.22692,Private room,42,1,15,2020-03-09,0.41,10,0,0,
37657468,Charming period house - 3km from city center.,11241991,Feargal,,Dublin City,53.32635,-6.31499,Entire home/apt,52,1,3,2019-10-15,0.08,1,0,0,
38322404,"All Airbnb House, Large Double Room",78323559,Adrienne,,Dublin City,53.37957,-6.22692,Private room,42,1,22,2020-03-17,0.60,10,0,0,
37658435,Cozy Double Bedroom,257594716,Stefan,,South Dublin,53.28096,-6.43087,Private room,50,1,7,2019-12-08,0.19,1,0,0,
38324113,"All Airbnb House, Private Bathroom",78323559,Adrienne,,Dublin City,53.37957,-6.22692,Private room,47,1,18,2020-02-17,0.49,10,0,0,
37672918,Victorian terraced house with garden in the city,94168794,Patricia,,Dublin City,53.33359,-6.27657,Entire home/apt,150,6,2,2022-07-14,0.55,2,1,2,
38326009,"Luxury 4 bedroom duplex Milltown, great location",78808591,Kevin,,Dublin City,53.30876,-6.25236,Entire home/apt,350,14,6,2022-08-05,0.18,1,99,3,
38338384,"Cheerful 3 storey, 3 bedroom house with Parking",64018405,Padraic,,South Dublin,53.26882160540334,-6.326995540153544,Entire home/apt,200,1,0,,,1,114,0,
37675901,Family house in Dublin 16,33058943,Deirdre,,Dn Laoghaire-Rathdown,53.27947,-6.25339,Entire home/apt,80,3,7,2019-10-07,0.19,1,0,0,
37685618,Sandyford escape,284814104,Thomas,,Dn Laoghaire-Rathdown,53.2669,-6.24352,Private room,50,1,8,2019-10-27,0.22,1,0,0,
38341798,Modern refurbished 2 Bed Apt by City Centre,70559366,Aine,,Dublin City,53.33239,-6.2744,Entire home/apt,258,15,4,2022-09-03,0.11,3,352,1,
37685678,Double Bedroom next to Trinity College,84572804,Alannah,,Dublin City,53.34661,-6.24658,Private room,45,2,6,2019-10-28,0.16,1,0,0,
38341978,"Spacious parkside 2 bed apartment, desk and wifi.",260754933,Aimee,,Fingal,53.37168,-6.33462,Entire home/apt,140,15,16,2022-08-27,0.50,1,240,8,
37701994,Spacious south facing bright room close to center.,284237652,David,,Dublin City,53.37206,-6.23964,Private room,70,1,8,2019-09-23,0.21,2,0,0,
38343712,Modern 1 bed apt. Close to the centre,70559366,Aine,,Dublin City,53.33079,-6.27378,Entire home/apt,179,14,17,2022-08-21,0.47,3,41,8,
38364439,Smithfield Apartment sleeps 6/7 - mins to city,292099243,Therese,,Dublin City,53.34925,-6.27787,Entire home/apt,350,365,14,2020-03-18,0.39,1,0,0,
37703653,Cozy Studio in Central Smithfield,82549561,Madeline,,Dublin City,53.35131,-6.27843,Entire home/apt,105,1,3,2019-08-25,0.08,1,0,0,
38398420,"Easy access to the city, large room",181327942,Cathal,,Dublin City,53.33807,-6.32276,Private room,55,3,3,2019-11-03,0.09,1,0,0,
37716525,Cabin Cornelia,135101556,Isabel,,Dublin City,53.38001,-6.19417,Entire home/apt,99,1,21,2020-03-08,0.56,1,1,0,
38403821,Castle View with Parking. Newly renovated.,50318049,Jamie,,Dublin City,53.34283,-6.26826,Entire home/apt,124,1,10,2020-01-03,0.28,1,0,0,
37732561,City Centre Apartment,285219059,Gaurav,,Dublin City,53.34195,-6.27108,Entire home/apt,45,4,3,2020-01-01,0.08,1,0,0,
38406934,Room for 2 people. 15mins from Airport,112817106,Elena,,Fingal,53.40128,-6.38517,Private room,95,1,38,2022-09-06,1.04,10,52,29,
37736016,A Home from Home,1971126,Bego,,South Dublin,53.30609,-6.33051,Private room,60,2,2,2019-11-20,0.06,1,0,0,
38446778,New High-End Townhouse,180505702,Patrick,,Dublin City,53.34602,-6.2714,Entire home/apt,309,2,6,2022-08-12,3.53,1,50,6,
37736165,2 double rooms in quirky cottage in Stoneybatter,4006632,Kasia,,Dublin City,53.3542,-6.29091,Private room,206,4,16,2022-08-28,0.47,1,13,4,
38446976,Our Lovely apartment in Dublin city center,293085431,Sharon,,Dublin City,53.34099,-6.24795,Entire home/apt,65,14,3,2020-09-06,0.09,1,0,0,
37737048,Luxury living with breakfast close to city centre,8909268,Sarah,,Dublin City,53.36717,-6.25636,Private room,103,1,17,2019-12-02,0.45,1,0,0,
38456538,Quiet room close to the city centre,187860224,Moe,,Dublin City,53.35041,-6.2441,Private room,90,1,9,2019-11-03,0.25,1,0,0,
37766048,"Double room,Private bath,15mins to Dublin Airport5",112817106,Elena,,Fingal,53.40046,-6.3851,Private room,95,1,26,2022-09-09,0.70,10,78,12,
38456556,"Private airy, modern apartment",293162442,Roisin,,Dn Laoghaire-Rathdown,53.28198,-6.18944,Entire home/apt,45,1,4,2019-11-14,0.11,1,0,0,
37771431,Double Bedroom,97098287,Robert,,Dn Laoghaire-Rathdown,53.30075,-6.20337,Private room,40,1,4,2019-09-15,0.11,1,0,0,
38502708,The King suite @ HC,250360628,Colly,,Dublin City,53.38823,-6.27952,Private room,57,4,11,2022-07-10,0.30,4,296,6,
37778311,Double bed available,95126579,Ann,,Dublin City,53.3568,-6.23709,Private room,75,1,0,,,1,0,0,
38511385,34 Citywest Golfing Apartments,65480465,Brian,,South Dublin,53.28311,-6.44024,Entire home/apt,99,6,12,2022-03-21,0.34,2,0,5,
38545622,Muse type apartment with own entrance,15385736,Josephine,,Dn Laoghaire-Rathdown,53.288112472788264,-6.129345600000002,Entire home/apt,90,14,1,2022-08-31,1,1,232,1,
37780942,Private Cozy Flat in City Center,138281594,Öznur,,Dublin City,53.35561,-6.24925,Entire home/apt,119,2,1,2019-09-10,0.03,1,0,0,
38549095,Sonder Mountjoy Square | One-Bedroom Apartment,264806441,Sonder (Dublin),,Dublin City,53.35941,-6.26266,Entire home/apt,277,2,16,2022-06-20,0.45,7,344,6,
37791869,Double bedroom 100m from Temple Bar,162490531,Danny,,Dublin City,53.34653,-6.26768,Private room,100,1,0,,,3,0,0,
37794300,"Peaceful 1 Bed Apartment, Perfect for a City Trip",279386924,Max,,Dublin City,53.33521,-6.27422,Entire home/apt,500,2,10,2019-11-19,0.27,3,0,0,
38549639,Sonder Mountjoy Square | Studio Apartment,264806441,Sonder (Dublin),,Dublin City,53.35953,-6.26225,Entire home/apt,276,2,74,2022-08-27,2.03,7,344,32,
38549645,Sonder Mountjoy Square | Superior One-Bedroom Apartment,264806441,Sonder (Dublin),,Dublin City,53.35808,-6.26089,Entire home/apt,322,2,88,2022-08-27,2.47,7,350,34,
37794773,SMITHFIELD SQUARE SUPER 2 BED SPACIOUS APT  31C..,28534443,Joe,,Dublin City,53.34776,-6.27893,Entire home/apt,339,3,74,2022-09-05,2.31,5,111,61,
38569093,Master Bedroom & ensuite bathroom over the canal,7888011,Pietro,,Dublin City,53.33219,-6.25409,Private room,95,4,3,2019-12-02,0.08,1,0,0,
37807515,"Living in nature, yet close to bustling city life",26315488,Csilla,,Dublin City,53.35256,-6.34871,Private room,60,3,21,2022-09-06,0.58,1,90,16,
38591969,Large room for 4 in the heart of Dublin,294956,Waterloo House,,Dublin City,53.33038,-6.24426,Private room,295,1,70,2022-09-01,1.95,5,154,57,
38592004,Large Triple room in central Dublin location,294956,Waterloo House,,Dublin City,53.330638245500694,-6.243921108498539,Private room,290,1,46,2022-08-30,1.32,5,185,26,
38594322,Large twin room near Dublin  city centre,294956,Waterloo House,,Dublin City,53.33270431826264,-6.242327853677912,Private room,278,1,1,2020-06-27,0.04,5,179,0,
38594350,Nice single room ideally located in Dublin,294956,Waterloo House,,Dublin City,53.330749703964806,-6.243031832942253,Private room,231,1,80,2022-09-09,2.28,5,223,55,
37810719,Nice double room in Dublin City Centre. NEW!,286173614,Ieva,,Dublin City,53.34412,-6.27898,Private room,70,3,1,2019-09-30,0.03,1,0,0,
38645199,Spacious apartment in the heart of Dublin city,9401027,Patrick,,Dublin City,53.33732,-6.28061,Entire home/apt,314,2,10,2020-02-09,0.28,1,4,0,
37811383,Private room & bath. Great links to Dub/bus/Luas,128213034,Patricia,,Dn Laoghaire-Rathdown,53.24594,-6.14049,Private room,79,2,2,2020-02-20,0.06,2,285,0,
38661447,NEW* Luxury Apartment A in Malahide Village,21306535,Órla And Gary,,Fingal,53.4514,-6.15581,Entire home/apt,200,14,7,2021-11-24,0.24,2,0,3,
37812592,Summerhill,232299996,Puneet,,Dublin City,53.35593,-6.2516,Private room,100,2,0,,,1,0,0,
38665136,"Comfy Double bed, central apartment",294974958,Mohur,,Dublin City,53.35373,-6.23114,Private room,65,1,4,2020-03-08,0.11,1,0,0,
37826083,The Earl room - Historic City Center Studio Apt,261939475,Henrietta Suites,,Dublin City,53.35157,-6.27039,Entire home/apt,400,1,15,2020-03-15,0.41,8,0,0,
38673785,Double Bed Room Apt at IFSC in Dublin City Centre.,291219517,Salman,,Dublin City,53.34916,-6.24294,Private room,60,1,3,2020-01-24,0.08,1,0,0,
37828902,Katie's Stoneybatter House,118619533,Katie,,Dublin City,53.35167,-6.29055,Private room,53,2,30,2020-03-13,0.82,1,0,0,
37846423,Spacious En Suite Double Room Close to City Centre,286246928,Jackey,,Dublin City,53.377,-6.31956,Private room,60,1,2,2019-09-02,0.05,2,0,0,
38719671,"Cosy place, close to the Airport and City Centre",76546847,Gianluca,,Fingal,53.44261,-6.20909,Private room,47,2,8,2022-07-28,0.23,1,10,2,
37874237,Private Room in charming red brick in city centre,4034246,Sorcha,,Dublin City,53.35146,-6.2353,Private room,150,14,2,2019-09-21,0.05,1,0,0,
37894104,Good location. 2 minutes from O'CONNELL Street,287056344,Eren,,Dublin City,53.35539,-6.25888,Entire home/apt,50,1,2,2019-09-05,0.05,1,0,0,
38749265,Sonder Mountjoy Square | Superior Studio Apartment,264806441,Sonder (Dublin),,Dublin City,53.35997,-6.26187,Entire home/apt,322,2,80,2022-08-04,2.25,7,353,27,
38812102,Detached house in quiet cul de sac,63186899,Trevor,,Dn Laoghaire-Rathdown,53.29218,-6.21901,Entire home/apt,130,7,0,,,1,0,0,
38833329,Cozy double bedroom in the heart of Silicon Docks,51616680,Amalia,,Dublin City,53.34635,-6.24525,Private room,50,2,5,2019-12-08,0.14,1,0,0,
37962744,Small Double Room Close to City Centre,60388036,Corinna,,Dublin City,53.36203,-6.24043,Private room,46,1,4,2019-09-15,0.11,1,0,0,
37968060,Sonder at Britain Quay | Two-Bedroom Apartment w/ Balcony,264806441,Sonder (Dublin),,Dublin City,53.34505,-6.23549,Entire home/apt,1008,14,7,2022-05-15,0.23,7,352,2,
38840325,Orlagh House and Estate,269700384,Roisin,,South Dublin,53.26228,-6.32968,Entire home/apt,2571,1,6,2021-07-25,0.17,1,112,0,
38844291,Cute double bedroom,44618115,Veronica,,Dublin City,53.354,-6.2317,Private room,35,4,1,2019-10-30,0.03,1,0,0,
39144791,Single bed in box room,296999710,Joseph,,South Dublin,53.31622,-6.40042,Private room,34,1,38,2022-09-03,1.09,3,329,21,
38894976,Great Doble Room with private bathroom,64669782,Gastón,,Dublin City,53.37598,-6.32551,Private room,56,2,9,2020-03-15,0.25,1,0,0,
38902496,Beautiful period home in central Dublin,56586415,Sharon,,Dublin City,53.3178,-6.25562,Entire home/apt,265,3,3,2020-01-01,0.09,2,0,0,
39155885,home for friends,223031356,Enbing,,Dublin City,53.32675,-6.29998,Shared room,100,8,1,2019-10-06,0.03,1,176,0,
38928069,Cosy in Kimmage,8596576,Lynda,,Dublin City,53.31859,-6.30022,Entire home/apt,150,2,9,2020-03-08,0.25,1,0,0,
39174796,Cosy bedroom in the hearth of Ballsbridge,17994184,Poncho,,Dublin City,53.32874,-6.22363,Private room,116,2,14,2022-09-04,0.40,1,9,8,
38928828,"Seapoint,  Monkstown, 2 modern apts, city access .",277738037,Sharon,,Dn Laoghaire-Rathdown,53.2971,-6.16413,Entire home/apt,217,2,86,2022-09-11,2.45,1,31,51,
38930872,"Quiet seaside home near city, airport & Howth",8084401,Luis,,Fingal,53.3887,-6.13896,Entire home/apt,250,7,12,2022-08-23,1.31,2,44,12,
39196763,Comfortable and spacious room with bunks,300774283,Aoife,,Fingal,53.38801,-6.14261,Private room,80,1,29,2022-09-08,0.83,2,236,26,
38969224,Spacious & Central on-suite double bedroom!,19055888,James,,Dublin City,53.34692,-6.25437,Private room,50,2,4,2019-11-01,0.11,2,0,0,
38969905,Cozy Self Contained Log Cabin,1245198,Amanda,,Dublin City,53.39453,-6.17717,Entire home/apt,65,1,141,2022-09-10,3.93,3,136,72,
39197942,Cosy room in a Family home only 10min from Airport,150922075,Sylvia,,Fingal,53.47167,-6.233,Private room,36,1,10,2020-03-15,0.28,2,0,0,
38975150,Bright Room in a cosy Family home 10min to Airport,150922075,Sylvia,,Fingal,53.47191,-6.23452,Private room,55,1,15,2020-02-07,0.42,2,0,0,
39198618,Spacious warm family home along Luas tram line,3478713,Mark & Jean,,Dn Laoghaire-Rathdown,53.25716,-6.19989,Entire home/apt,145,5,1,2020-01-01,0.03,1,0,0,
38975781,"Comfy room 15 mins to Airport, 30 mins to Croke Pk",298592391,Terence,,Dublin City,53.38885,-6.23353,Private room,177,1,14,2022-09-10,0.40,3,0,7,
39199429,"Home from home, near city centre and airport",8833096,Geraldine,,Dublin City,53.38699,-6.19,Private room,45,2,8,2020-01-05,0.23,1,0,0,
39025431,Single or twin Room available in Portmarnock,299052166,Justin,,Fingal,53.42665,-6.13339,Private room,39,6,0,,,1,0,0,
39200408,Home from home!,300774283,Aoife,,Fingal,53.38949,-6.14458,Private room,60,2,6,2022-08-02,0.17,2,130,4,
39029277,Quiet House 2mins from Tram to City,28270711,Dave,,Dn Laoghaire-Rathdown,53.29487,-6.24539,Private room,98,7,0,,,1,0,0,
39044764,"Cosy living in historic area, mins to city",287014757,Daniela,,Dublin City,53.36907,-6.27335,Private room,250,365,16,2020-03-08,0.46,2,365,0,
39201483,bright room and perfect location,43343112,John,,Dublin City,53.34101,-6.22734,Private room,45,1,5,2019-11-29,0.14,2,0,0,
39053392,Calm and cosy double bedroom near Kilmainham,133527669,Leo,,Dublin City,53.33938,-6.32254,Private room,50,3,5,2021-12-12,0.14,1,0,3,
39202188,20 Min to CENTRE & 30 Min to AIRPORT,103100241,Ed,,Dublin City,53.33043,-6.33342,Private room,94,1,132,2022-09-11,3.79,3,65,67,
39056501,Convenient house in quiet area,176507266,Darren,,Dn Laoghaire-Rathdown,53.309519495112724,-6.207737401127815,Entire home/apt,270,6,1,2022-07-16,0.51,1,40,1,
39226532,Double Room - SMITHFIELD Dublin city center,300810172,Hugo,,Dublin City,53.34886,-6.27736,Private room,25,1,6,2019-11-11,0.17,1,0,0,
39081156,Smithfield Gate shared room for an individual,101065604,Katy,,Dublin City,53.34883,-6.27678,Shared room,20,1,17,2020-03-15,0.47,1,0,0,
39102293,Beautiful one bedroom apt with Netflix/ Rathgar,22801049,MyHolistay Dublin,,Dublin City,53.31649,-6.27247,Entire home/apt,105,5,3,2022-04-18,0.09,6,0,1,
39243743,Double room on cosy street,4512533,Lee,,Dublin City,53.35201,-6.22758,Private room,45,7,1,2019-11-02,0.03,1,0,0,
39121717,Cozy City Pad Near Centre,279386924,Max,,Dublin City,53.33307,-6.27651,Entire home/apt,500,2,5,2019-12-16,0.14,3,0,0,
39270830,JUST OFF GRAND CANAL DOCK-REFURBISHED 2BR-2BA APT!,123745971,Especial,,Dublin City,53.34181,-6.23721,Entire home/apt,198,14,0,,,48,130,0,
39128032,"Charming, Cosy, Old Style, High Ceilings",30197527,Aidan,,Dublin City,53.31995,-6.2524,Entire home/apt,110,28,6,2022-08-19,0.18,3,159,2,
39291856,Bright Modern Cosy Apartment,2997606,Stephen,,Dublin City,53.37754,-6.31073,Entire home/apt,100,5,11,2020-01-13,0.31,1,0,0,
39133384,Sonder at Britain Quay | Spacious Two-Bedroom Apartment w/ Balcony,264806441,Sonder (Dublin),,Dublin City,53.34496,-6.23398,Entire home/apt,1360,14,5,2021-06-25,0.16,7,301,0,
39314907,Beautiful home on the doorstep of Dublin City,41253040,Deborah,,Dublin City,53.35631,-6.24159,Entire home/apt,179,1,10,2020-03-21,0.28,1,0,0,
39135076,Charming apartment next to Phoneix Park,75272778,Vincent,,Dublin City,53.34732,-6.3464,Entire home/apt,75,2,14,2020-02-16,0.40,1,0,0,
39317518,Modern and beautiful Room close to Croke Park,50717083,Alexander,,Dublin City,53.36164,-6.24758,Private room,75,1,0,,,1,0,0,
39320042,Comfortable double bed room near Grand Canal Dock,37714929,Martin,,Dublin City,53.34126,-6.23268,Private room,70,1,2,2020-03-08,0.06,1,0,0,
39135254,Comfortable bright room in spectacular scenic area,156213553,Arlene,,Fingal,53.38952,-6.13298,Private room,150,7,9,2020-03-15,0.25,1,36,0,
39339542,Funky Loft Apartment in Busy Village,7992439,Jesika,,Fingal,53.38493,-6.37569,Entire home/apt,115,1,1,2019-10-27,0.03,1,0,0,
40205851,Newly renovated home,309770187,Hazel,,Dn Laoghaire-Rathdown,53.22952,-6.12182,Entire home/apt,200,4,15,2022-08-22,0.46,1,0,5,
39339838,Cosy Bedroom in Edwardian style apt with Sea View,269471972,Paul,,Dn Laoghaire-Rathdown,53.29556,-6.13455,Private room,85,1,0,,,1,0,0,
39364267,Appartement complet sud Dublin,133120146,Julie,,Dn Laoghaire-Rathdown,53.3022,-6.22885,Entire home/apt,90,5,2,2019-11-01,0.06,1,0,0,
40206084,"Seaview House -Amazing view, close to train, 2-bed",308663810,Seaview,,Dn Laoghaire-Rathdown,53.29167,-6.12974,Entire home/apt,188,13,18,2022-08-13,0.55,1,120,5,
39406098,Luxurious house in Mount Merrion,302681522,Jennifer,,Dn Laoghaire-Rathdown,53.29286,-6.22046,Entire home/apt,300,2,7,2020-03-11,0.20,1,0,0,
40223794,Corporate lease,56224678,Fiona,,Dublin City,53.34934,-6.24086,Entire home/apt,90,30,0,,,1,0,0,
39417372,Cozy little House not far from Dublin City Centre,9508059,Amie,,Dublin City,53.32343,-6.30655,Entire home/apt,80,7,1,2020-01-06,0.03,1,0,0,
39427282,"4km away from the airport, 8km to the city",302848524,Pauline,,Fingal,53.40075,-6.25947,Private room,54,90,0,,,1,90,0,
39427560,Room  in  Shankill,254336768,Shane,,Dn Laoghaire-Rathdown,53.23245,-6.13964,Private room,83,3,6,2022-09-08,0.65,2,358,6,
39441556,Entire home/flat by Christchurch cathedral,2249000,Martin,,Dublin City,53.34388,-6.27397,Entire home/apt,99,2,8,2020-08-19,0.23,1,0,0,
40231347,City Centre Dublin 1 Apartment,160495816,Kevin,,Dublin City,53.35439,-6.25492,Entire home/apt,85,4,2,2021-09-03,0.06,1,0,0,
39444575,*Beautiful apartment beside St Stephens Green**Monthly discounts**,31284582,Paul,,Dublin City,53.33915,-6.26492,Entire home/apt,218,14,37,2022-08-01,1.06,55,9,7,
40246277,Best Located house in the heart of Dublin City,2832845,Des,,Dublin City,53.34153,-6.27493,Entire home/apt,245,7,74,2022-09-08,2.18,1,9,38,
39483660,Ensuite bedroom in Stillorgan,303298883,Mo,,Dn Laoghaire-Rathdown,53.27849,-6.19788,Private room,50,3,1,2020-01-31,0.03,1,0,0,
40247761,Dublin Four,310738748,Sharon,,Dublin City,53.33351,-6.23296,Private room,249,2,1,2020-01-01,0.03,1,0,0,
39485083,The best place ever with a view of the Liffey,3866393,David,,Dublin City,53.34543,-6.28221,Private room,104,3,9,2022-08-28,0.28,1,26,7,
39514434,Nice Double Room & Bathroom in Ashtown,60812685,Raphaela,,Dublin City,53.37624,-6.33327,Private room,90,2,34,2022-08-18,0.97,1,0,19,
40248083,Private cozy room close to city center,137516211,Dayane,,Dublin City,53.3553,-6.25264,Private room,40,1,4,2019-12-15,0.12,3,0,0,
39527873,"Sycamore House, en-suite room",23288579,Dariusz,,Dublin City,53.37562,-6.2269,Private room,103,2,83,2022-09-02,2.37,2,54,62,
40254010,Acomodação Temporária,213964278,Nielton,,South Dublin,53.29572,-6.3089,Private room,900,30,0,,,1,0,0,
39541753,Large and sunny double bedroom | CENTRAL LOCATION,89645607,Joel,,Dublin City,53.33835,-6.28543,Private room,140,2,21,2022-09-04,0.61,1,0,18,
39553940,Nice place :),148680974,Beatriz,,Dublin City,53.34024,-6.36258,Private room,30,1,1,2019-11-04,0.03,1,0,0,
40254648,Cosy Ranelagh Townhouse (Vegan Home),310897884,Aoibhinn,,Dublin City,53.32209,-6.2562,Private room,55,2,45,2022-08-08,1.33,1,7,16,
39556516,Modern 2 bed house 15mins walk from city centre,11482456,John,,Dublin City,53.35484,-6.23755,Entire home/apt,486,2,27,2022-08-29,0.82,1,357,25,
40273129,Bedroom with PRIVATE BATHROOM at GuinessStorehouse,247844194,David,,Dublin City,53.33813,-6.28825,Private room,80,3,0,,,2,0,0,
40277556,Lovely & Cosy,51345837,Sylwia,,Fingal,53.39233,-6.36927,Private room,100,2,2,2022-08-29,1.13,1,342,2,
39584747,A Modern Gem Surrounded by Dublin History,203236457,David,,Dublin City,53.34227,-6.30133,Private room,65,5,0,,,1,0,0,
40285945,Dublin City Penthouse Apartment,5953203,Triona,,Dublin City,53.3395,-6.28095,Entire home/apt,200,3,0,,,1,0,0,
40301526,Bright city center apartment,4391715,Francesca,,Dublin City,53.34167,-6.27367,Entire home/apt,230,15,4,2020-11-07,0.12,2,41,0,
39585886,Single private room in city centre,90232921,Julian,,Dublin City,53.3559,-6.25834,Private room,40,1,4,2019-11-01,0.11,1,0,0,
39602193,"Cassino House , room with shower",23288579,Dariusz,,Dublin City,53.37337,-6.22689,Private room,92,2,23,2022-09-02,0.66,2,71,13,
40328567,Cosy appartement near the city,225850604,Kayla,,Dublin City,53.3488,-6.2327,Private room,99,5,4,2022-09-05,0.65,1,71,4,
39606602,"15 min from Dub Air, 20 min to Dub City Centre",298374439,Viorel,,Fingal,53.40157,-6.43654,Entire home/apt,60,1,2,2019-11-02,0.06,1,0,0,
39619533,"1 Bed Loft Apt in City Centre, 3min Temple Bar",285687378,Djeneba,,Dublin City,53.34701,-6.25387,Entire home/apt,180,7,20,2022-08-28,0.63,1,31,11,
40334027,"Contemporary living in historic area, mins to city",287014757,Daniela,,Dublin City,53.36732,-6.27237,Entire home/apt,750,365,2,2020-03-15,0.06,2,0,0,
39663979,"Luxury Private Suite, with its own living room (6)",268990098,Daniel,,Dublin City,53.31732,-6.27191,Private room,95,30,6,2019-12-23,0.17,5,219,0,
40339222,"Luxury 5 bedroom new house in Castleknock, Dublin",44357162,Barry,,Fingal,53.38104,-6.36141,Entire home/apt,250,5,0,,,1,0,0,
40339588,"Cozy, spacious and great located flat",277709526,Erim Taylan,,Dublin City,53.35431,-6.23077,Private room,75,2,0,,,2,0,0,
40340201,"Cozy, spacious and great located flat",311752811,Deniz,,Dublin City,53.35364,-6.23014,Private room,50,1,3,2020-03-07,0.09,1,0,0,
40346591,Feel at home in Dun Laoghaire,18933265,Olga,,Dn Laoghaire-Rathdown,53.28208,-6.14358,Entire home/apt,136,5,0,,,2,0,0,
39695236,Bunk bed room close to City Center and Airport,305091468,Viviana,,Dublin City,53.37667,-6.24579,Private room,27,2,16,2020-03-07,0.46,1,0,0,
40347483,Modern Apartment in Silicon Docks Area!,273745741,Irene,,Dublin City,53.34103,-6.23754,Private room,65,5,0,,,1,0,0,
39721061,"Bright, Spacious 2 Bedroom Cottage in Ballsbridge",28385328,Alana,,Dublin City,53.33289,-6.22578,Entire home/apt,199,3,14,2022-09-05,0.40,2,2,11,
40348407,Nice flat in city center/ Phoenix park,179838560,Sofia,,Dublin City,53.35698,-6.29209,Entire home/apt,75,7,1,2019-12-25,0.03,1,0,0,
39742256,The Liberties cottage,11358880,Antonis,,Dublin City,53.33846,-6.27944,Private room,65,2,0,,,2,0,0,
39744712,Luxurious double room with private ensuite,112817106,Elena,,Fingal,53.39989,-6.3855,Private room,97,1,17,2022-09-10,0.49,10,168,15,
40361865,Guesthouse - Large Double Ensuite,43175938,Declan,,Dn Laoghaire-Rathdown,53.26076,-6.20174,Private room,70,50,7,2022-07-03,0.29,10,40,6,
39745766,"Historic, Cosy & Stylish City Centre Town House",10068380,Siobhan,,Dublin City,53.34239,-6.2975,Private room,114,4,21,2022-09-10,0.89,1,4,16,
40364191,Classic Ensuite 1,311996723,Damien,,Dublin City,53.35369,-6.27394,Private room,55,7,0,,,7,27,0,
39750846,Foot of the mountains - within reach of the city.,839286,Daire,,Dn Laoghaire-Rathdown,53.25034,-6.20481,Entire home/apt,110,2,6,2020-03-18,0.17,1,0,0,
40373285,Cosy House beside Dublin City,7961479,Ben,,Dublin City,53.37262,-6.25887,Entire home/apt,80,2,1,2019-12-09,0.03,1,0,0,
39770157,Private Bedroom with 2 Beds in South Dublin,142468522,Oleg,,Dublin City,53.32867,-6.27647,Private room,45,1,10,2020-03-08,0.31,1,0,0,
39777561,Portobello Hause,18919508,Anastasia,,Dublin City,53.32984,-6.27408,Private room,65,4,3,2020-02-24,0.09,2,0,0,
